speaker_id,utterance,emotion,v,a,d,emo_evo,start,end
Ses04M_impro02_F021,A week.  You're giving me a week to be okay with this.,ang,1.5,2.5,3.0,"[['ang'], ['ang'], ['fru']]",231.17,236.12
Ses04M_impro02_M025,"You can't make it out like I'm happy about this.  I mean, I didn't -- I didn't want to put you in this situation.",fru,2.0,3.0,2.5,"[['fru'], ['fru'], ['fru']]",237.69,246.5
Ses04M_impro02_F022,Well it doesn't seem like you're that bothered by it.,fru,1.5,3.5,3.0,"[['fru'], ['ang'], ['fru']]",245.85,249.41
Ses04M_impro02_M026,"I am.  I mean, I don't know.  I don't know what else to tell -- you know, I mean, I can tell you.  I don't know what else to do. I mean, I've been forced into this situation.",fru,2.5,3.5,3.0,"[['fru'], ['fru'], ['fru', 'ang']]",250.73,262.23
Ses04M_impro02_F023,"If you really cared so much, you'd find a way out.",fru,1.5,2.5,2.5,"[['fru'], ['ang'], ['fru']]",258.97,262.76
Ses04M_impro02_M027,There's nothing I can do.  I-- I,fru,2.5,2.5,2.5,"[['fru'], ['fru'], ['fru']]",263.0041,267.37
Ses04M_impro02_F024,"Fine, fine.  We have to be together.  If you can't stay here, then I'll go with you.  I don't care where you go.  We'll go, too.  I'm not staying behind.",xxx,2.0,3.0,2.5,"[['fru'], ['ang'], ['fru', 'ang']]",266.98,277.66
Ses04M_impro02_M028,They won't let you come along.  It's not going to happen.,fru,1.5,2.5,2.5,"[['fru'], ['fru'], ['fru']]",277.89,281.372
Ses04M_impro02_F025,"It's a free world.  I can go where I want.  Wherever you are, that's where we're going to go.",fru,2.5,3.0,4.0,"[['fru'], ['ang'], ['fru']]",281.18,287.01
Ses04M_impro02_M029,Are you kidding? Please don't be difficult about this.,fru,2.5,3.0,2.5,"[['fru'], ['fru'], ['fru']]",286.49,290.04
Ses04M_impro02_F026,Difficult.  You're leaving for a year. We have a newborn child and you're leaving.  I don't think I'm being difficult.,xxx,2.0,4.5,3.5,"[['fru'], ['ang'], ['fru', 'ang']]",289.25,296.36
Ses04M_impro02_M030,[BREATHING],fru,2.5,2.0,2.0,"[['fru'], ['fru'], ['fru']]",295.95,297.14
Ses04M_impro02_F027,"I'm finding a way to make it work.  And I will go wherever you go.  Whatever I have to do, I will make this work.",fru,2.0,4.5,3.5,"[['fru'], ['ang'], ['fru']]",296.41,301.84
Ses04M_impro02_M031,"Look, I--",fru,2.5,2.5,2.5,"[['fru'], ['fru'], ['fru']]",301.26,302.46
Ses04M_impro02_F028,You're not really giving me a lot of options.,fru,2.0,3.5,3.5,"[['fru'], ['ang'], ['fru']]",301.89,304.78
Ses04M_impro02_M032,Where I'm going is not the safest place on the earth.  Okay.,fru,2.5,2.5,3.0,"[['fru'], ['fru'], ['fru']]",304.31,309.3611
Ses04M_impro02_F029,But I'm supposed to be okay with you going there.,fru,2.0,4.0,3.5,"[['fru'], ['ang'], ['fru']]",308.69,312.31
Ses04M_impro02_M033,But I've been trained.  You have no training.,fru,2.5,2.0,3.0,"[['fru'], ['fru'], ['fru']]",312.82,317.28
Ses04M_impro02_F030,I'm not going to stay here and wait.,xxx,1.5,2.0,2.5,"[['sad', 'fea'], ['ang'], ['fru']]",318.93,322.952
Ses04M_impro02_M034,You have to.  Do you understand me?  You have to.,fru,2.5,2.5,3.5,"[['fru'], ['fru'], ['fru']]",322.61,328.01
Ses04M_impro02_F031,I can't do it.,xxx,1.5,1.5,1.5,"[['ang', 'fea'], ['sad'], ['fru']]",329.15,331.94
Ses04M_impro02_M035,"Well I guess we're at a stalemate then, aren't we?",fru,2.5,2.0,2.5,"[['fru'], ['ang'], ['fru']]",332.63,338.19
Ses04F_impro02_M000,So you're leaving tomorrow.,sad,2.5,1.5,2.0,"[['sad'], ['sad'], ['neu']]",7.3037,11.59
Ses04F_impro02_F000,Yeah.  They just called.,sad,1.5,1.0,2.0,"[['fru'], ['sad'], ['sad']]",11.95,15.56
Ses04F_impro02_M001,This is really-this is unfair.,sad,2.0,2.5,2.0,"[['sad'], ['sad'], ['neu']]",18.23,22.35
Ses04F_impro02_F001,I know.,sad,1.5,1.5,2.0,"[['fru'], ['sad'], ['sad']]",22.16,24.92
Ses04F_impro02_M002,I don't see [BREATHING],fru,2.0,2.0,2.0,"[['fru'], ['fru'], ['fru']]",25.8,29.94
Ses04F_impro02_F002,I don't know what to say.  I don't want to go but I don't have a lot of choice.,sad,1.5,2.0,2.0,"[['fru'], ['sad'], ['sad']]",31.85,42.08
Ses04F_impro02_M003,"I mean we both knew that this was going to happen.  It's just that I feel that, you know, I don't want Susie growing up without a mother.",fru,2.0,2.5,2.5,"[['fru'], ['sad'], ['fru']]",41.64,56.12
Ses04F_impro02_M004,"And, uh, I'm afraid that if you, you know, when you leave, you won't come back.",sad,1.5,2.0,2.0,"[['fru'], ['sad'], ['sad']]",57.14,65.7929
Ses04F_impro02_F003,I'm going to come back.  I need you to believe that.,sad,2.0,2.5,2.5,"[['fru'], ['sad'], ['sad']]",67.03,72.51
Ses04F_impro02_M005,You don't know that.,fru,2.0,3.0,3.5,"[['fru'], ['ang'], ['fru']]",70.75,72.4035
Ses04F_impro02_F004,I need you to believe that too.  How am I supposed to believe everything's going to be okay if you don't?,xxx,1.5,2.5,2.5,"[['fru', 'sad'], ['sad'], ['fru']]",73.12,78.66
Ses04F_impro02_M006,"I'll believe it, but- I'll believe it but it- I don't know that that's going to happen.",fru,2.0,3.0,2.5,"[['fru'], ['sad'], ['fru']]",76.62,82.39
Ses04F_impro02_F005,Well you have to have faith because I don't have a choice and I have to go.,sad,1.5,2.0,2.5,"[['sad'], ['sad'], ['sad']]",84.48,88.45
Ses04F_impro02_M007,You do have a choice.  You don't have to go.,xxx,2.5,2.5,2.5,"[['fru'], ['sad'], ['ang']]",88.1,90.77
Ses04F_impro02_F006,Do you think I want to leave you?,sad,1.5,3.0,3.0,"[['sad'], ['sad'], ['fru']]",91.04,94.17
Ses04F_impro02_M008,You have a choice.,fru,2.5,3.0,3.0,"[['fru'], ['sad'], ['fru']]",93.93,96.21
Ses04F_impro02_F007,I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,sad,2.0,3.0,3.5,"[['sad'], ['sad'], ['fru']]",97.0497,104.34
Ses04F_impro02_M009,I know.  It's just you don't have to do this for a living you know.,fru,2.0,3.5,2.5,"[['fru'], ['fru'], ['fru']]",105.17,111.7
Ses04F_impro02_M010,You're a smart person.  There are other things you can do.,fru,2.5,2.0,2.5,"[['fru'], ['sad'], ['fru', 'oth']]",112.82,116.83
Ses04F_impro02_F008,Look we both knew what this meant when I signed on,fru,1.5,2.5,2.5,"[['fru'], ['sad'], ['fru']]",117.9363,122.29
Ses04F_impro02_F009,And now- and now it's really shitty timing but now I have to go.,sad,1.5,2.5,2.5,"[['sad'], ['sad'], ['fru', 'sad']]",123.06,132.5883
Ses04F_impro02_F010,I mean I'm the one who has to leave here.  I'm the one who has to leave the two of you.  At least you get to be together.,fru,1.5,3.0,2.5,"[['fru'], ['sad'], ['fru']]",133.3402,140.2
Ses04F_impro02_M011,It's just not going to work out without you here.,xxx,2.0,2.0,2.5,"[['fru'], ['sad'], ['neu']]",140.85,145.35
Ses04F_impro02_F011,What's that supposed to mean?,sad,1.5,2.5,2.0,"[['sad'], ['sad'], ['fru']]",146.81,149.37
Ses04F_impro02_M012,I mean we can't-we're not a complete family without you here.,sad,1.5,2.0,2.5,"[['fru'], ['sad'], ['sad']]",149.32,156.26
Ses04F_impro02_F012,Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,ang,2.0,3.0,3.5,"[['sad', 'fea'], ['ang'], ['ang']]",156.4304,161.4
Ses04F_impro02_M013,Of course I'm going to wait.  I just- I just don't like the idea of this happening because this isn't the last time this is going to happen. You're going to go on more tours and stuff.  I just- I can't-,fru,2.0,2.0,2.5,"[['fru'], ['sad'], ['fru']]",161.0,174.84
Ses04F_impro02_M014,I can't deal with this emotionally.,fru,1.5,2.0,2.5,"[['fru'], ['sad'], ['fru']]",174.87,177.96
Ses04F_impro02_F013,What do you want me to do?,fru,1.5,3.0,2.0,"[['fru'], ['sad'], ['fru']]",177.53,179.68
Ses04F_impro02_M015,I want you to leave.  I want you to leave the service.,fru,2.5,2.0,2.5,"[['fru'], ['sad'], ['fru', 'neu']]",180.21,186.45
Ses04F_impro02_F014,Well I can't very well do it today.  I still have to leave tomorrow.,fru,1.5,2.0,2.5,"[['fru'], ['ang'], ['fru']]",187.15,191.75
Ses04F_impro02_M016,You can do it today.  You don't have to do anything.  You don't have to do anything you don't want to do.,fru,2.5,2.5,3.5,"[['fru'], ['sad'], ['fru']]",190.8,196.18
Ses04F_impro02_F015,"You're not making this any easier for me, you know.  I'm the one who has to go and you're really not helping.",fru,1.5,4.0,2.5,"[['fru'], ['sad', 'ang'], ['fru']]",195.78,201.48
Ses04F_impro02_M017,Look I'm just telling you that you don't have to go.,fru,2.5,2.5,3.5,"[['fru'], ['sad'], ['fru', 'neu']]",201.37,204.59
Ses04F_impro02_F016,I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.,fru,1.5,3.5,3.5,"[['fru'], ['sad'], ['fru']]",205.09,211.28
Ses04F_impro02_M018,That's all I'm saying... No you don't.,ang,2.5,3.5,3.0,"[['fru'], ['ang'], ['ang']]",204.62,207.54
Ses04F_impro02_F017,Thanks that helps.,ang,1.5,2.0,2.0,"[['fru'], ['sad', 'ang'], ['ang']]",216.67,219.37
Ses04F_impro02_M019,It's just really unfair.  This is- this is bullshit.,fru,2.0,2.5,2.5,"[['fru'], ['sad'], ['fru']]",211.16,216.31
Ses04F_impro02_F018,I feel much better now.,ang,1.5,3.0,2.5,"[['fru'], ['ang'], ['ang']]",219.5,221.87
Ses04F_impro02_M020,"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",ang,2.0,3.0,2.5,"[['fru'], ['ang'], ['ang']]",221.47,230.28
Ses04F_impro02_F019,I know I'm leaving you here with all the responsibility but at least you get to be with her.,fru,1.5,3.0,3.0,"[['fru'], ['fru', 'sad'], ['fru']]",228.31,233.89
Ses04F_impro02_M021,Yeah.  Of course I do because I didn't enlist in this stupid thing.  Why don't you just get out now and then-,ang,2.0,3.5,3.0,"[['fru'], ['ang'], ['ang']]",233.78,240.49
Ses04F_impro02_F020,I will but I can't right now.,fru,1.5,3.5,3.0,"[['fru'], ['ang'], ['fru']]",240.01,242.99
Ses04F_impro02_M022,Yes- You don't have to go.  What are they going to do?  Huh?  Put a gun to your head?,xxx,2.0,3.5,3.5,"[['fru'], ['ang'], ['fru', 'ang']]",242.22,247.49
Ses04F_impro02_F021,You know- you know how this works.  I have to go.,xxx,1.5,3.5,3.0,"[['fru'], ['sad'], ['ang']]",247.06,254.44
Ses04F_impro02_M023,Then go.  We'll be here when you get back.,fru,2.5,3.0,2.5,"[['fru'], ['fru'], ['fru', 'ang']]",257.33,263.68
Ses04F_impro02_F022,That's how you want to leave it?,ang,1.5,2.5,2.5,"[['sad', 'ang'], ['ang'], ['ang']]",263.39,266.033
Ses04F_impro02_M024,"I don't know how else to leave it.  What, do you want me to lie to you?",sad,1.5,2.0,2.0,"[['fru'], ['sad'], ['sad']]",267.35,274.19
Ses04F_impro02_M025,You want me tell you that I'm okay with it?,sad,2.0,2.0,2.5,"[['sad'], ['sad'], ['fru', 'ang']]",275.1187,278.9096
Ses04F_impro02_F023,I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,sad,1.5,3.5,2.0,"[['sad'], ['sad', 'ang'], ['fru', 'sad']]",278.62,288.12
Ses04F_impro02_M026,Well I can't be okay with it the same way you can't not go.  It just doesn't work that way.,sad,2.0,2.0,2.5,"[['sad', 'ang'], ['sad'], ['fru']]",289.87,299.6
Ses04F_impro02_F024,Fine.,sad,1.5,3.0,1.0,"[['sad'], ['sad'], ['sad']]",299.14,300.67
Ses04F_script01_1_F000,What's he going to say?  Maybe we should tell him before he sees it.,xxx,2.0,2.5,3.5,"[['fru'], ['fea'], ['sad']]",7.69,12.69
Ses04F_script01_1_M000,He saw it.,neu,3.0,2.5,3.5,"[['fru'], ['neu'], ['neu']]",12.2738,14.0809
Ses04F_script01_1_F001,How could he see it?  I was the first one up.  He was still in bed.,sur,2.0,3.5,3.5,"[['fru'], ['sur'], ['sur']]",13.7264,18.0317
Ses04F_script01_1_M001,He was out here when it broke.,xxx,3.0,3.0,3.5,"[['fru'], ['sad'], ['neu']]",17.4239,20.58
Ses04F_script01_1_F002,When?,xxx,2.0,3.0,3.0,"[['fru'], ['sur'], ['neu']]",20.21,21.64
Ses04F_script01_1_M002,About four this morning.  I heard it cracking and I woke up and looked out.  He was standing right there when it cracked.,xxx,2.5,2.5,3.5,"[['fru'], ['sad'], ['neu']]",21.14,28.8203
Ses04F_script01_1_F003,What was he doing out here at four in the morning?,xxx,2.5,2.5,3.5,"[['fru'], ['sur'], ['oth']]",28.1619,31.65
Ses04F_script01_1_M003,"I don't know.  When it cracked, he ran back into the house and cried in the kitchen.",xxx,2.0,2.0,3.5,"[['fru'], ['sad'], ['neu']]",31.18,36.6
Ses04F_script01_1_F004,Did you talk to him?,sad,2.5,2.5,3.0,"[['sad'], ['sad'], ['neu']]",37.1,39.46
Ses04F_script01_1_M004,"No, I figured the best thing was to leave him alone.",sad,3.0,2.5,3.0,"[['sad'], ['sad'], ['neu']]",38.89,43.43
Ses04F_script01_1_F005,He cried hard?,xxx,2.0,2.5,3.0,"[['fru'], ['sad'], ['oth']]",43.83,46.26
Ses04F_script01_1_M005,I could hear him right through the floor of my room.,sad,2.0,3.0,3.0,"[['sad'], ['sad'], ['neu']]",46.46,49.9924
Ses04F_script01_1_F006,What was he doing out here at that hour?  He's dreaming about him again.  He's walking around at night.,fru,1.5,2.5,4.5,"[['fru'], ['sad'], ['fru', 'oth']]",49.58,58.4511
Ses04F_script01_1_M006,I guess he is.,xxx,2.5,2.5,2.5,"[['fru'], ['sad'], ['neu']]",58.06,60.11
Ses04F_script01_1_F007,He's getting just like after he died.,xxx,2.0,3.0,4.0,"[['fea'], ['sad'], ['oth']]",60.27,63.5161
Ses04F_script01_1_F008,What's the meaning in that?,xxx,2.0,3.0,4.0,"[['fea'], ['sad'], ['oth']]",63.8201,65.78
Ses04F_script01_1_M007,"I don't know the meaning of this, mom.  But I know one thing you made a terrible mistake with dad.",fru,2.5,3.5,4.0,"[['fru'], ['fru'], ['fru']]",65.04,71.8735
Ses04F_script01_1_F009,What?,sur,2.0,2.5,2.5,"[['fru'], ['sur'], ['sur']]",71.5696,73.3931
Ses04F_script01_1_M008,"Being dishonest with him, that kind of thing always pays off and now it's paying off.",fru,2.0,3.5,3.5,"[['fru'], ['sad'], ['fru']]",72.8866,77.7997
Ses04F_script01_1_F010,What do you mean dishonest?,xxx,2.0,3.0,3.5,"[['ang'], ['sur'], ['neu']]",77.32,79.6738
Ses04F_script01_1_M009,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,ang,1.5,3.5,4.0,"[['ang'], ['ang'], ['fru']]",79.17,85.64
Ses04F_script01_1_F011,"What do you want to do, argue with him?",ang,2.0,2.5,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",85.28,87.62
Ses04F_script01_1_M010,I don't want to argue with him but it's time that he realizes that Larry's not coming back anymore.,ang,2.5,3.5,4.0,"[['ang'], ['ang'], ['fru']]",87.22,92.54
Ses04F_script01_1_M011,"Why shouldn't he dream of him?  Walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we have no hope anymore, that we haven't had any hope for years now?",xxx,2.5,3.0,4.0,"[['ang'], ['sad'], ['fru']]",93.26,103.95
Ses04F_script01_1_F012,You can't say that to him.,ang,2.0,3.5,4.5,"[['fru'], ['ang'], ['ang']]",103.24,105.01
Ses04F_script01_1_M012,We've got to say it to him.,ang,2.5,3.5,4.5,"[['ang'], ['ang'], ['fru']]",104.31,106.2
Ses04F_script01_1_F013,How are you going to prove it?  Can you prove it?,ang,1.5,3.5,4.0,"[['ang'], ['ang'], ['ang']]",105.64,108.7
Ses04F_script01_1_M013,For God's sake three years.  Nobody comes back after three years.  It's insane.,ang,1.5,4.0,4.5,"[['ang'], ['ang'], ['fru']]",108.09,113.48
Ses04F_script01_1_F014,To you it is and to me but not to him.  You can talk yourself blue in the face but there's no body and no grave so where are you?,ang,1.5,4.5,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",112.69,120.94
Ses04F_script01_1_M014,Sit down mom.  I want to talk to you.,fru,2.5,3.0,3.5,"[['fru'], ['fru'], ['fru']]",120.24,122.81
Ses04F_script01_1_F015,The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.,ang,1.5,4.0,4.5,"[['ang'], ['ang'], ['ang']]",122.19,128.67
Ses04F_script01_1_M015,"Alright, alright, alright.  Listen. You know why I asked Annie here don't you?",fru,2.0,4.0,4.0,"[['fru'], ['fru'], ['fru']]",127.56,133.83
Ses04F_script01_1_F016,Why?,xxx,3.0,3.0,2.5,"[['fea'], ['sad'], ['neu']]",133.35,135.13
Ses04F_script01_1_M016,You know why.,neu,3.0,3.5,4.0,"[['neu'], ['fru'], ['neu']]",134.85,136.9599
Ses04F_script01_1_F017,Well I got an idea but what's the story?,xxx,2.0,3.5,3.5,"[['fru', 'fea'], ['ang'], ['neu']]",136.64,141.873
Ses04F_script01_1_M017,I'm going to ask her to marry me.,neu,3.0,2.5,3.5,"[['neu'], ['sad'], ['neu']]",141.3158,144.5575
Ses04F_script01_1_F018,"Well that's only your business, Chris.",neu,3.0,2.0,2.5,"[['fru'], ['neu'], ['neu']]",144.1523,146.85
Ses04F_script01_1_M018,You know it's not only my business.,fru,1.5,3.0,4.5,"[['fru'], ['ang'], ['fru']]",146.26,148.93
Ses04F_script01_1_F019,What do you want me to do?  You're old enough to know your own mind.,ang,2.0,4.0,4.0,"[['ang'], ['ang'], ['ang']]",148.37,152.02
Ses04F_script01_1_M019,Then it's alright.  I'll go ahead with it.,fru,2.0,3.5,3.5,"[['fru'], ['ang'], ['fru']]",151.33,154.0798
Ses04F_script01_1_F020,Well you want to make sure that father isn't going to-,xxx,2.5,3.5,3.5,"[['fru'], ['sad'], ['neu']]",153.5733,156.62
Ses04F_script01_1_M020,Then it isn't just my business.,ang,2.0,3.5,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",155.29,158.4
Ses04F_script01_1_F021,I'm just saying.,fru,2.0,4.0,4.0,"[['fru'], ['ang'], ['fru']]",157.9293,160.36
Ses04F_script01_1_M021,Sometimes you infuriate me.  You know that?  Isn't it your business too if I tell this to father and he throws a fit about it.,ang,1.5,4.0,4.0,"[['ang'], ['ang'], ['fru', 'ang']]",160.08,166.388
Ses04F_script01_1_M022,Sometimes you have a- Sometimes you have a talent for ignoring things.,ang,2.0,3.0,3.5,"[['ang'], ['ang'], ['fru', 'ang']]",166.43,170.47
Ses04F_script01_1_F022,I ignore what I got to ignore. The girl is Larry's girl.,ang,2.0,3.0,4.5,"[['ang'], ['ang'], ['ang']]",170.02,174.4921
Ses04F_script01_1_M023,She's not Larry's girl.,fru,2.0,2.5,4.5,"[['fru'], ['ang'], ['fru']]",174.0363,176.6195
Ses04F_script01_1_F023,"From father's point of view, he's not dead and you have no right to take his girl.",ang,1.5,3.5,4.5,"[['ang'], ['ang'], ['fru']]",176.05,181.5832
Ses04F_script01_1_F024,"Now you can go on from there and you know where to go, but I'm telling you I don't know where to go.  See I don't know.  Now what can I do for you?",ang,1.5,3.5,5.0,"[['ang'], ['ang'], ['fru']]",181.6339,190.35
Ses04F_script01_1_M024,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer. My whole bloody life time after time after time.",fru,2.0,2.0,4.5,"[['sad'], ['fru'], ['fru']]",190.29,201.51
Ses04F_script01_1_F025,You're a considerate fellow.  There's nothing wrong in that.,neu,3.5,2.5,3.5,"[['fru'], ['neu'], ['neu']]",200.73,204.26
Ses04F_script01_1_M025,To hell with that.,ang,1.5,3.5,4.0,"[['ang'], ['ang'], ['ang']]",203.2,205.693
Ses04F_script01_1_F026,Did you ask Annie yet?,xxx,2.5,3.0,3.5,"[['fru', 'fea'], ['ang'], ['neu']]",205.15,207.871
Ses04F_script01_1_M026,I wanted to get this settled first.,sad,2.5,2.0,3.0,"[['fru', 'sad'], ['sad'], ['neu']]",207.42,210.3529
Ses04F_script01_1_F027,How do you know she'll marry you?  Maybe she feels the same way father does.,fru,2.0,4.0,4.5,"[['fru'], ['ang'], ['fru']]",209.76,214.54
Ses04F_script01_1_M027,"Well if she does, then that's the end of it.  From her letters, I think she's forgotten him.  I'll find out.",fru,1.5,3.0,4.5,"[['fru'], ['ang'], ['fru']]",214.18,220.13
Ses04F_script01_1_M028,"and then we'll thrash it out with dad, right mom.  Don't avoid me.",ang,2.0,4.0,4.0,"[['ang'], ['ang'], ['fru']]",220.1792,224.57
Ses04F_script01_1_F028,The trouble is you don't see enough women.  You never did.,fru,2.5,3.5,3.5,"[['fru'], ['ang'], ['fru']]",224.36,227.35
Ses04F_script01_1_M029,So what I'm not fast with women.,ang,2.0,4.0,4.0,"[['ang'], ['ang'], ['fru']]",226.66,228.92
Ses04F_script01_1_F029,I don't see why it has to be Annie.,ang,2.0,3.0,4.0,"[['ang'], ['ang'], ['fru']]",228.13,230.8
Ses04F_script01_1_M030,Because it is.,ang,1.5,3.5,4.5,"[['ang'], ['ang'], ['fru']]",230.3,232.02
Ses04F_script01_1_F030,Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.,ang,1.0,4.5,4.5,"[['ang'], ['ang'], ['fru']]",231.6,239.8824
Ses04F_script01_1_M031,I can't help it.  I know her best.  I was brought up next door to her.,xxx,2.0,2.0,3.0,"[['fru'], ['sad'], ['neu']]",239.7304,247.12
Ses04F_script01_1_M032,"These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",sad,2.5,2.5,3.5,"[['fru', 'sad'], ['sad'], ['neu']]",247.3787,254.64
Ses04F_script01_1_F031,"I don't want a diagram.  He thinks he's coming back, Chris.",fru,2.0,4.0,4.0,"[['fru'], ['fru'], ['fru']]",254.02,260.91
Ses04F_script01_1_F032,You marry that girl.  You're pronouncing him dead.  Now what happens to your father?  Do you know because I don't?,ang,1.5,3.5,4.5,"[['ang'], ['ang'], ['fru', 'oth']]",261.0038,268.95
Ses04F_script01_1_M033,Alright then mom.,xxx,2.5,2.5,3.0,"[['fru'], ['sad'], ['neu']]",268.56,270.8807
Ses04F_script01_1_F033,Just give it some more thought.,xxx,2.0,3.5,3.0,"[['fru', 'fea'], ['sad'], ['neu']]",270.3742,272.8
Ses04F_script01_1_M034,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",ang,1.5,3.5,4.0,"[['ang'], ['ang'], ['fru']]",271.93,278.0668
Ses04F_script01_1_M035,"and everything would be happy and we would have a regular wedding.  But if that can't happen here, then I'll have to get out.",fru,2.5,3.0,4.5,"[['ang'], ['fru'], ['fru']]",278.1,285.8733
Ses04F_script01_1_F034,What the hell is this?,xxx,2.5,3.5,4.0,"[['fru'], ['ang'], ['sur']]",286.3292,287.98
Ses04F_script01_1_M036,"I'll get out.  I'll get married and live someplace else, maybe New York.",xxx,3.0,2.5,3.5,"[['ang'], ['sad'], ['neu']]",287.61,291.31
Ses04F_script01_1_F035,Are you crazy?,ang,2.0,3.5,3.5,"[['ang'], ['sur'], ['ang']]",290.77,293.319
Ses04F_script01_1_M037,I've been a good son too long.  A good sucker I'm through with it.,xxx,2.0,2.5,4.0,"[['ang'], ['fru'], ['neu']]",292.63,296.89
Ses04F_script01_1_F036,You've got a business here.  What the hell is this?,ang,1.5,4.0,4.5,"[['ang'], ['ang'], ['ang']]",296.46,299.89
Ses04F_script01_1_M038,"The business, the business doesn't inspire me.",ang,2.5,4.0,4.0,"[['ang'], ['ang'], ['fru']]",298.91,301.54
Ses04F_script01_1_F037,Must you be inspired?,ang,1.5,4.0,4.0,"[['ang'], ['ang'], ['ang']]",300.77,303.21
Ses04F_script01_1_M039,"Yes, I like it an hour a day.  If I have to grub for money all day long, at least at evening I want it beautiful.",fru,1.5,3.0,4.5,"[['fru'], ['ang'], ['fru']]",302.19,308.86
Ses04F_script01_1_M040,I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it?,fru,2.0,3.0,5.0,"[['fru'], ['fru'], ['neu']]",308.89,319.3535
Ses04F_script01_1_F038,You mean-tell me something you mean you'd really leave the business?,fru,2.0,3.5,4.0,"[['fru'], ['ang'], ['fru']]",318.5431,324.84
Ses04F_script01_1_M041,Yes on this I would.,xxx,2.5,2.0,3.5,"[['fru'], ['sad'], ['neu']]",324.42,327.65
Ses04F_script01_1_F039,Well you don't want to think that way.,xxx,1.5,3.5,3.5,"[['fru'], ['ang'], ['fru', 'ang']]",327.2044,330.8006
Ses04F_script01_1_M042,Then you help me stay here.,fru,2.5,2.5,3.5,"[['fru'], ['sad'], ['fru']]",330.1928,333.84
Ses04F_script01_1_F040,Alright but don't think that way,ang,2.5,3.0,4.0,"[['ang'], ['ang'], ['fru']]",334.11,338.52
Ses04F_script01_1_F041,"because what the hell did we work for?  This whole shooting match is just for you, Chris.",ang,2.0,4.5,4.0,"[['ang'], ['ang'], ['ang']]",338.62,343.99
Ses04F_script01_1_M043,I know.  Just you help me stay here.,fru,1.5,3.5,4.5,"[['fru'], ['fru'], ['fru']]",343.4633,347.1102
Ses04F_script01_1_F042,But don't think that way.  You hear me?,ang,2.0,3.5,4.5,"[['ang'], ['ang'], ['ang']]",346.2998,350.0
Ses04F_script01_1_M044,I am thinking that way.,xxx,2.5,2.0,3.5,"[['ang'], ['sad'], ['fru']]",349.2,351.5675
Ses04F_script01_1_F043,I don't understand you do I?,xxx,1.5,3.0,3.5,"[['ang'], ['sad'], ['fru']]",352.08,355.113
Ses04F_script01_1_M045,No.  I'm a pretty tough guy.,xxx,2.5,3.0,3.5,"[['ang'], ['sad'], ['fru']]",354.7078,358.2534
Ses04F_script01_1_F044,Yeah.  I can see that.,ang,3.0,3.5,3.5,"[['ang'], ['ang'], ['fru']]",357.7975,361.37
Ses04M_impro04_M000,"Oh, man, I just -- I don't know what to do.  I don't know what to do.  It's like every job, you know, I go to; every job I apply to,",fru,2.0,3.3333,2.6667,"[['fru'], ['fru'], ['fru']]",7.3,18.43
Ses04M_impro04_M001,"it's just like nobody- nobody wants to hire me. It's been years, I mean, do you understand, years?  Like, I'm -- you know what I mean, it's like I've been collecting unemployment for so long now, it's just like I just -- I can't take it.  I don't know what to do.  I mean, I'm just like losing my mind.",fru,2.0,3.3333,2.6667,"[['fru'], ['fru'], ['fru']]",18.48,35.21
Ses04M_impro04_F000,Well there has to be something you haven't tried.,neu,3.0,1.6667,2.3333,"[['neu'], ['neu'], ['neu']]",35.3735,38.55
Ses04M_impro04_M002,"I-I'm not kidding.  I've tried everything.  Like I've gone to every business and local, you know,",fru,2.0,3.3333,3.0,"[['fru'], ['fru'], ['fru']]",38.34,46.5
Ses04M_impro04_M003,"local business in- in the area and I can't- I can't get anything.  Like, nobody -",fru,2.3333,3.3333,2.3333,"[['fru'], ['fru'], ['fru']]",46.55,52.89
Ses04M_impro04_F001,What about like a temp agency?,neu,3.0,2.6667,2.6667,"[['neu'], ['neu'], ['neu']]",55.8,58.01
Ses04M_impro04_F002,"Have you gone, like, signed up with a temp agency?  Maybe they can help.",neu,3.0,2.3333,2.6667,"[['hap'], ['neu'], ['neu']]",58.01,61.47
Ses04M_impro04_M004,"there's just like no jobs available.  I mean, it's just like, God.",neu,2.6667,3.0,2.6667,"[['fru'], ['neu'], ['neu']]",52.91,57.0
