speaker,uttID,utterance,emotion,sentiment,non_con_out,con_out,con_out_mean,match,con_match,EDA,Cor_EDA,all_match
b'Ses04M_impro05_F009',Ses04M_impro05_F009,"b""That's our policy, sir.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M010',Ses04M_impro05_M010,"b""I don't but the thing is, I don't care about your policy.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M011',Ses04M_impro05_M011,b'You understand?',ang,sentiment,bh,qy,qy,NotMatch,ConMatch,qy,qy,NotMatch
b'Ses04M_impro05_M012',Ses04M_impro05_M012,"b'What I want you to do is I want you to write three of those, as if I were three people.  Okay.  You can write -- you can just put my name on all --'",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F010',Ses04M_impro05_F010,"b""I can't do that.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M013',Ses04M_impro05_M013,"b""But what I'm telling you is that's what you're going to do.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F011',Ses04M_impro05_F011,"b""Uh, no, actually, no I'm not.""",xxx,sentiment,sd,aa,aa,NotMatch,ConMatch,aa,aa,NotMatch
b'Ses04M_impro05_M014',Ses04M_impro05_M014,"b""No, no, because, look, I don't care what your policy says.  I mean--""",ang,sentiment,sd,aa,sv,NotMatch,NotConMatch,aa,CORRECT,NotMatch
b'Ses04M_impro05_F012',Ses04M_impro05_F012,"b""I'm very sorry.  I understand you're frustrated. You just got off of a flight.""",fru,sentiment,sd,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses04M_impro05_M015',Ses04M_impro05_M015,b'You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M016',Ses04M_impro05_M016,b'You--',ang,sentiment,^2,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F013',Ses04M_impro05_F013,"b""We'll cover fifty.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M017',Ses04M_impro05_M017,"b""No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F014',Ses04M_impro05_F014,b'We only cover fifty do-',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M018',Ses04M_impro05_M018,"b'Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times.'",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F015',Ses04M_impro05_F015,b'We only cover fifty dollars worth of lost items.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M019',Ses04M_impro05_M019,"b""And then that'll be that. It's going to be fine. Just-""",fru,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M020',Ses04M_impro05_M020,"b""I'm going to get very upset.  Like, I mean, I'm- I'm upset right now but I'm going to get really upset if you- if you don't do the check thing.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F016',Ses04M_impro05_F016,"b""I'm very sorry.""",fru,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F017',Ses04M_impro05_F017,"b""I'm very sorry.  I understand you're upset.  You just got off a long flight.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M021',Ses04M_impro05_M021,"b""You don't understand. You don't understand, actually.  You don't understand because it was my luggage that was lost.  Okay.""",fru,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F018',Ses04M_impro05_F018,b'We really -- we want to work with you. We really -- we want to help.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F019',Ses04M_impro05_F019,b'I understand that.  I would know if it was mine. Um-',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M022',Ses04M_impro05_M022,"b""Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--""",ang,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F020',Ses04M_impro05_F020,"b""But it's not.  It's yours.  I understand.""",neu,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F021',Ses04M_impro05_F021,"b""I know.  We want to work with you.  We will give you the fifty dollars but I'm--""",fru,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M023',Ses04M_impro05_M023,"b""No, it's not going to be -- but it's not going to be fifty, it's going to be a hundred and fifty.  You're going to write three, you understand, three of- of the forms.  You're going to write three of them out and then give it to me.""",xxx,sentiment,sv,fc,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses04M_impro05_F022',Ses04M_impro05_F022,"b""Yeah, we don't do that.  I can go ahead and send you--""",fru,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M024',Ses04M_impro05_M024,"b""You- you- you- you're misunderstanding me.  You're going to do that.""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses04M_impro05_F023',Ses04M_impro05_F023,"b'We will definitely keep an eye out for your bag. We will try to find it.  We will, you know, fill out the form for missing items.'",fru,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M025',Ses04M_impro05_M025,"b""Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,""",fru,sentiment,qy,qy,ad,Match,NotConMatch,qy,qy,NotMatch
b'Ses04M_impro05_F024',Ses04M_impro05_F024,"b""No one can make the three check thing happen 'cause we don't do that.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F025',Ses04M_impro05_F025,b'I can write you the one check.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M026',Ses04M_impro05_M026,b'but I need to speak to somebody who can make the three check thing happen.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F026',Ses04M_impro05_F026,"b""All- all that my supervisor could do is the exact same thing that I'm offering to do.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M027',Ses04M_impro05_M027,"b""But what I'm talk -- but I'm just,just- please let me--""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M028',Ses04M_impro05_M028,b'But if I could just speak directly -- if I could just speak directly to your-- to your superior person',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F027',Ses04M_impro05_F027,"b""I'd be happy to give you a cup of coffee, too.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F028',Ses04M_impro05_F028,"b""We'll just throw that in--gratuitously.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M029',Ses04M_impro05_M029,"b""then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses04M_impro05_F029',Ses04M_impro05_F029,"b""No, I don't. See, I could lose my job if I did that.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M030',Ses04M_impro05_M030,b'But your job is not my concern. My concern is getting my luggage.',fru,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F030',Ses04M_impro05_F030,b'And your bag is not my concern.',fru,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F031',Ses04M_impro05_F031,"b""The fifty dollars I'm going to give you for your bag is really all I'm concerned with.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M031',Ses04M_impro05_M031,"b""Look, I don't -- look, can we just not argue about this.  Like--""",fru,sentiment,qy,qh,ad,NotMatch,NotConMatch,qh,CORRECT,NotMatch
b'Ses04M_impro05_F032',Ses04M_impro05_F032,"b""I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F033',Ses04M_impro05_F033,"b""You can go ahead and go fill out the form. We'll look for your bag.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M032',Ses04M_impro05_M032,b'So what if- what if we- what if we do three forms',fru,sentiment,qw,sd,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses04M_impro05_M033',Ses04M_impro05_M033,b'with different names on them? That-',fru,sentiment,qy,qy,sd,Match,NotConMatch,qy,qy,NotMatch
b'Ses04M_impro05_F034',Ses04M_impro05_F034,b'Then that would be lying.',fru,sentiment,sv,sv,^2,Match,NotConMatch,sv,sv,NotMatch
b'Ses04M_impro05_M034',Ses04M_impro05_M034,"b""but, no. See, 'cause""",fru,sentiment,sd,ar,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M035',Ses04M_impro05_M035,b'if we have three forms then I can get the hundred and fifty.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F035',Ses04M_impro05_F035,"b""I'm sorry.  We can only issue one fifty dollar certificate to cover the lost bag for one person.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M036',Ses04M_impro05_M036,"b""Just please, will you please just work with me here? Just -- all I'm asking you to do is just work with me. I know -- I know that you get lots of people all day long who give you shit, give you crap, but""",fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04M_impro05_F036',Ses04M_impro05_F036,"b""I understand you're frustrated, but--""",neu,sentiment,sv,sd,^q,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses04M_impro05_M037',Ses04M_impro05_M037,"b'um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please.'",fru,sentiment,sd,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses04M_impro05_F037',Ses04M_impro05_F037,"b""I know. I understand it's personal-- It's personal to you. I get that.""",neu,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M038',Ses04M_impro05_M038,b'Please.',ang,sentiment,b,ad,ad,NotMatch,ConMatch,ad,ad,NotMatch
b'Ses04M_impro05_F038',Ses04M_impro05_F038,"b""But if you want to just sit down, you know, maybe have a cup of tea, calm down a little bit, we'll go ahead and we'll do what we can for you. you okey""",fru,sentiment,sd,fc,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M039',Ses04M_impro05_M039,"b""I'm already calm. Okay, I'm calm. I'm calm.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M040',Ses04M_impro05_M040,"b""Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever.  I'll never -- we'll never see each other again.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F039',Ses04M_impro05_F039,"b""And I'm looking forward to that.  However, I can't do that. I would lose my job.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M041',Ses04M_impro05_M041,"b""But that's not going to-- But you don't understand. You're looking forward to never seeing me again.""",fru,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses04M_impro05_F040',Ses04M_impro05_F040,"b'Oh, yes.'",fru,sentiment,b,b,b,NotMatch,NotConMatch,b,b,AllMatch
b'Ses04M_impro05_M042',Ses04M_impro05_M042,b'But never seeing me again is not going to happen until you give me the three checks.',fru,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_F041',Ses04M_impro05_F041,"b""I'm sorry, really.  But--""",fru,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_impro05_M043',Ses04M_impro05_M043,"b""I don't -- I'm not- I'm not convinced.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_F042',Ses04M_impro05_F042,"b""That I'm sorry?""",fru,sentiment,br,qy,^q,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04M_impro05_M044',Ses04M_impro05_M044,"b""Yeah.  If you were really sorry, you'd give me the three checks.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_impro05_M045',Ses04M_impro05_M045,"b""So why don't we just do that and stop this nonsense, hmm?  Hmm?""",ang,sentiment,qy,qh,^q,NotMatch,NotConMatch,qh,CORRECT,NotMatch
b'Ses04M_script01_2_F000',Ses04M_script01_2_F000,b'Why did he invite her here?',ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04M_script01_2_M000',Ses04M_script01_2_M000,"b'Oh, God, line.'",neu,sentiment,ba,^q,b,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses04M_script01_2_F001',Ses04M_script01_2_F001,b'Why does that bother you?',neu,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04M_script01_2_M001',Ses04M_script01_2_M001,"b'Why does- why, does that bother you?'",xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04M_script01_2_F002',Ses04M_script01_2_F002,"b""She's been in New York three and a half years.  Why, all of a sudden--""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M002',Ses04M_script01_2_M002,"b'Well, maybe- maybe he just wanted to see her.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_F003',Ses04M_script01_2_F003,b'Nobody comes seven hundred miles just to see.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M003',Ses04M_script01_2_M003,"b""What do you mean?  He grew up next door to the girl all his life.  Why shouldn't he want to -- why shouldn't he want to see her again?""",fru,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04M_script01_2_M004',Ses04M_script01_2_M004,"b""Don't look at me like that.  He didn't tell me anymore than he told you.""",xxx,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_script01_2_F004',Ses04M_script01_2_F004,"b""He's not going to marry her.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M005',Ses04M_script01_2_M005,"b""How do you know he's even thinking about it?""",neu,sentiment,qw,qy,qo,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04M_script01_2_F005',Ses04M_script01_2_F005,"b""It's got that about it.""",ang,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses04M_script01_2_M006',Ses04M_script01_2_M006,b'Well so what?',neu,sentiment,br,qh,qw,NotMatch,NotConMatch,qh,CORRECT,NotMatch
b'Ses04M_script01_2_F006',Ses04M_script01_2_F006,"b""What's going on here, Joe?""",ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04M_script01_2_M007',Ses04M_script01_2_M007,b'Line.',neu,sentiment,b^m,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04M_script01_2_F007',Ses04M_script01_2_F007,"b'Now listen, kid. Now, listen.'",neu,sentiment,fc,^h,ad,NotMatch,NotConMatch,^h,CORRECT,NotMatch
b'Ses04M_script01_2_M008',Ses04M_script01_2_M008,"b'Oh.  Now listen, kid.'",xxx,sentiment,ba,ba,ad,Match,NotConMatch,ba,ba,NotMatch
b'Ses04M_script01_2_F008',Ses04M_script01_2_F008,"b""She's not his girl, Joe.  She knows she's not.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M009',Ses04M_script01_2_M009,"b""You can't read her mind.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_F009',Ses04M_script01_2_F009,"b""Then why is she still single?  New York is full of men.  Why hasn't she married?  Probably a hundred people told her she's foolish, but she's waited.""",ang,sentiment,qw,qh,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses04M_script01_2_M010',Ses04M_script01_2_M010,b'How do you know why she waited?',xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04M_script01_2_F010',Ses04M_script01_2_F010,"b""Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments, I think of her waiting and I know, again, that I'm right.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M011',Ses04M_script01_2_M011,"b""Look, it's a nice day.  What are we arguing for?""",fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04M_script01_2_F011',Ses04M_script01_2_F011,"b'Nobody in this house dares take her faith away, Joe.  Strangers might, but not his father, not his brother.'",ang,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses04M_script01_2_M012',Ses04M_script01_2_M012,b'What do you want me to do? What do you want?',fru,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04M_script01_2_F012',Ses04M_script01_2_F012,"b""I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her here.  I won't stand for any nonsense.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M013',Ses04M_script01_2_M013,"b'But, Kate--'",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_F013',Ses04M_script01_2_F013,"b""Because if he's not coming back, I'll kill myself.""",ang,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_script01_2_F014',Ses04M_script01_2_F014,b'Laugh.  Laugh at me.  But why did that happen the very night that she came here?',ang,sentiment,qy,qw,qy,Match,NotConMatch,qy,qy,NotMatch
b'Ses04M_script01_2_F015',Ses04M_script01_2_F015,b'She goes to sleep in his bed and his memorial breaks in pieces.  Look.  Look at it.  Joe--',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M014',Ses04M_script01_2_M014,b'Calm yourself.',fru,sentiment,ad,ad,sd,Match,NotConMatch,ad,ad,NotMatch
b'Ses04M_script01_2_F016',Ses04M_script01_2_F016,"b""Believe with me, Joe.  I can't stand all alone""",ang,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses04M_script01_2_M015',Ses04M_script01_2_M015,b'Calm yourself.',fru,sentiment,ad,ad,fc,Match,NotConMatch,ad,ad,NotMatch
b'Ses04M_script01_2_F017',Ses04M_script01_2_F017,"b'Only last week, a man turned up in Detroit missing longer than Larry.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M016',Ses04M_script01_2_M016,"b'Alright, alright.  Calm yourself.'",fru,sentiment,fc,ba,ad,NotMatch,NotConMatch,ba,CORRECT,NotMatch
b'Ses04M_script01_2_F018',Ses04M_script01_2_F018,"b'You, above all, have got to believe.  You.'",ang,sentiment,sv,sv,ad,Match,NotConMatch,sv,sv,NotMatch
b'Ses04M_script01_2_M017',Ses04M_script01_2_M017,b'Why me above all?',fru,sentiment,qw,qh,ad,NotMatch,NotConMatch,qh,CORRECT,NotMatch
b'Ses04M_script01_2_F019',Ses04M_script01_2_F019,"b""Just don't stop believing.""",xxx,sentiment,sd,sv,ad,NotMatch,NotConMatch,sv,CORRECT,NotMatch
b'Ses04M_script01_2_M018',Ses04M_script01_2_M018,"b""What does that mean, me above all?  Look at you.  You're shaking.""",xxx,sentiment,qw,qy,ad,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04M_script01_2_F020',Ses04M_script01_2_F020,"b""I can't help it.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04M_script01_2_M019',Ses04M_script01_2_M019,"b'What have I got to hide?  What the hell is the matter with you, Kate?'",ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_impro08_F000',Ses04F_impro08_F000,b'Hello.  Thank you for calling Dell Taco Corporate.  Can I help you?',hap,sentiment,fc,qy,ad,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04F_impro08_M000',Ses04F_impro08_M000,"b'Yeah, um.  I have been trying to reach somebody who will refund, uh, my money.'",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M001',Ses04F_impro08_M001,"b'Um, I basically, um I- I ordered some food'",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M002',Ses04F_impro08_M002,b'um and everything was pretty much uh- uh- just not done right. All the orders were messed up.',fru,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04F_impro08_F001',Ses04F_impro08_F001,"b'Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that.'",neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04F_impro08_M003',Ses04F_impro08_M003,"b""Yes, I did and that didn't- I got through to, like, one operator and she sent me to like three others""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M004',Ses04F_impro08_M004,"b""and now I'm talking to you.  And all I want is my money back.  That's all I'm asking for. It's not much.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F002',Ses04F_impro08_F002,"b""Okay.  Well I'd be happy to-""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M005',Ses04F_impro08_M005,"b'If you could just give me that, then I will leave you alone. And just- if i could also- What?'",fru,sentiment,sd,^q,ad,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses04F_impro08_F003',Ses04F_impro08_F003,"b""Okay, sir.  I'd be happy to help you.""",fru,sentiment,fc,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses04F_impro08_F004',Ses04F_impro08_F004,"b'Sir, can- can you tell me which branch you went to.  We can start there.'",neu,sentiment,qy,^q,ad,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses04F_impro08_M006',Ses04F_impro08_M006,"b'Yeah, Beverley Hills.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F005',Ses04F_impro08_F005,"b'Okay.  Um, and what was the complaint?'",neu,sentiment,qw,qw,ad,Match,NotConMatch,qw,qw,NotMatch
b'Ses04F_impro08_M007',Ses04F_impro08_M007,b'The food was prepared incorrectly.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M008',Ses04F_impro08_M008,b'I asked for no tomatoes.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F006',Ses04F_impro08_F006,"b'Can you be a little more specific, sir?'",neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04F_impro08_M009',Ses04F_impro08_M009,"b'I asked for no tomatoes on six tacos.  I got tomatoes and onions on all of them,'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M010',Ses04F_impro08_M010,"b'Um, hairs were found in three out of the six.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F007',Ses04F_impro08_F007,"b'Did you try to take them back and get your order fixed, sir?'",fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04F_impro08_M011',Ses04F_impro08_M011,"b""Yeah.  I did and they're like you've got to take it up with corporate, and I'm like well fine.  I'll have your ass by the end of the day and so now I'm trying to do that.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F008',Ses04F_impro08_F008,"b""Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?""",neu,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses04F_impro08_M012',Ses04F_impro08_M012,"b""It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F009',Ses04F_impro08_F009,"b""Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.""",neu,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro08_M013',Ses04F_impro08_M013,"b""Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.""",ang,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro08_M014',Ses04F_impro08_M014,"b""Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now""",ang,sentiment,sd,sv,ad,NotMatch,NotConMatch,sv,CORRECT,NotMatch
b'Ses04F_impro08_M015',Ses04F_impro08_M015,"b""and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F010',Ses04F_impro08_F010,"b'I understand, sir.  I will explain to them what the situa-'",fru,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro08_M016',Ses04F_impro08_M016,"b""You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.""",ang,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses04F_impro08_F011',Ses04F_impro08_F011,"b""You're right sir.  It is your particular situation but I will call the other operator.  I will explain to them what's going on. You won't have to tell your story again.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M017',Ses04F_impro08_M017,"b""You're not going to call the other operator. You're not going to call the the other operator.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M018',Ses04F_impro08_M018,"b""You're going to fill out a form on your desk""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
