speaker,uttID,utterance,emotion,non_con_out,con_out,con_out_mean,match,con_match,pre-final-DA,all_match
b'Phoebe',4,"b'No not you, Dr. Drake Remoray. You can ask him questions and see what\xc2\x92s he like. People tell doctors everything.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',5,"b'But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.'",sadness,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Joey',6,b'You do attract some stinkers.',sadness,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Woman',0,b'Chandler.',neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Chandler',1,"b""Mrs. Tedlock. You're looking lovely today. And may I say, that is a""",neutral,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Mrs. Tedlock',2,"b'Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day.'",neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Chandler',3,"b'Oh, listen.'",neutral,fc,b,ba,NotMatch,NotConMatch,,NotMatch
b'Chandler',4,"b'If this is about those prank memos, I had nothing to do with them.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',5,b'Really.',joy,b,b,b,Match,ConMatch,b,AllMatch
b'Chandler',6,b'Nothing at all.',neutral,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Chandler',7,b'Really.',joy,b,b,b,Match,ConMatch,b,AllMatch
b'Chandler',8,b'Nothing.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',0,"b'Y\xc2\x92know when we move in together, can I get a gumball machine?'",neutral,sd,sd,qy,Match,NotConMatch,sd,NotMatch
b'Monica',1,b'Of course! Joey wouldn\xc2\x92t let you have one?',sadness,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',2,"b'No. When it comes to sweets, he\xc2\x92s surprisingly strict.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',3,"b'Hey, have you figured out a way to tell him you\xc2\x92re moving out?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',4,"b'No, no, I keep trying, y\xc2\x92know?'",anger,sd,qy,ng,NotMatch,NotConMatch,,NotMatch
b'Chandler',5,"b'I can get out, ""Joey, I have too\xc2\x85"" but then I lose my nerve and I always finish with, ""\xc2\x85go to the bathroom.""'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',6,b'He may think I\xc2\x92m sick.',neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',7,"b'Y\xc2\x92know, I really have to tell Rachel, but I\xc2\x85 We just have to get it over with!'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',8,"b'Y\xc2\x92know, the next time we see them we\xc2\x92re just gonna tell them.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',9,b'That\xc2\x92s it.',neutral,sd,sd,bf,Match,NotConMatch,sd,NotMatch
b'Chandler',10,"b'Oh, so that\xc2\x92s this is gonna work now? You\xc2\x92re just gonna order me around all the time?'",joy,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Monica',11,b'Pretty much.',neutral,sd,na,na,Match,ConMatch,na,NotMatch
b'Chandler',12,b'All right.',neutral,b,b,fo_o_fw_"_by_bc,Match,NotConMatch,b,NotMatch
b'Joey',13,b'Hey Monica!',joy,br,fc,fc,Match,ConMatch,fc,NotMatch
b'Monica',14,b'Hi!',joy,fp,fp,fp,Match,ConMatch,fp,AllMatch
b'Joey',15,"b'Hey man, you feeling any better?'",neutral,qy,x,qy,Match,NotConMatch,qy,NotMatch
b'Monica',16,"b'Joey, we have something to tell you.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',17,b'Oh my God! You\xc2\x92re pregnant!',surprise,ba,fc,fc,Match,ConMatch,fc,NotMatch
b'Phoebe',0,"b'Yeah, if you get married in Vegas, you\xc2\x92re only married in Vegas.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',1,b'What are you talking about? If you get married in Vegas you\xc2\x92re married everywhere.',neutral,qw,qw,qy,Match,NotConMatch,qw,NotMatch
b'Phoebe',2,b'Really?!',surprise,bh,br,qy,NotMatch,NotConMatch,,NotMatch
b'Monica',3,b'Yeah!',neutral,b,ny,ny,Match,ConMatch,ny,NotMatch
b'Phoebe',4,b'Oh my God!\xc2\x97Eh! Well',surprise,ba,fp,sd,NotMatch,NotConMatch,,NotMatch
b'Monica',0,"b""You see that guy? He\xc2\x92s in classics now, but y'know as soon as we leave he\xc2\x92s going straight to the porn.""",disgust,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Richard',1,b'He\xc2\x92s gonna go up to the counter with',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',2,b'Yeah.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Richard',3,b'I missed this.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,b'Me too.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Richard',5,"b'So, you wanna get a hamburger or something?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'The Guys',0,b'Yes! Yes! Yes! Yes! Awww!',joy,aa,ny,ny,Match,ConMatch,ny,NotMatch
b'Phoebe',1,"b""Hey, it\xc2\x92s your Thanksgiving too, y'know, instead of watching football, you could help.""",anger,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'The Guys',2,b'We will.',neutral,sd,fc,sd,Match,NotConMatch,sd,NotMatch
b'Monica',3,"b'Okay, Rachel, you wanna put the marshmellows in concentric circles.'",neutral,ad,sd,sv,NotMatch,NotConMatch,,NotMatch
b'Rachel',4,"b'No Mon,'",neutral,ba,ar,sd,NotMatch,NotConMatch,,NotMatch
b'Monica',5,b'Every year.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',0,b'Hey! Ross!',joy,ba,ba,bh,Match,NotConMatch,ba,NotMatch
b'Chandler',1,b'Die Hard',neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Joey',2,"b'Yep. Hey, what do you say we make it a double feature?'",neutral,qw,qy,qw,Match,NotConMatch,qw,NotMatch
b'Chandler',3,b'What\xc2\x92d you rent?',neutral,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Joey',4,b'Die Hard 2',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',5,"b'Joey, this is'",neutral,sd,qy,sd,Match,NotConMatch,sd,NotMatch
b'Joey',6,"b'Oh, well we watch it a second time and its'",neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Ross',7,"b'Joey, we'",neutral,sd,fc,sd,Match,NotConMatch,sd,NotMatch
b'Joey',8,b'And?',neutral,br,qy,qy,Match,ConMatch,qy,NotMatch
b'Ross',9,b'And it\xc2\x92ll be cool to see it again! Yeah!',joy,sv,sv,qy^d,Match,NotConMatch,sv,NotMatch
b'Ross',10,b'Die Hard',neutral,sd,bf,sd,Match,NotConMatch,sd,NotMatch
b'Ross',11,"b'Dude, you didn\xc2\x92t say'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',12,"b'Yeah, I just got uh, got plans.'",neutral,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Ross',13,"b'Well, John McClane had plans!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',14,"b'No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',15,b'What are you talking about? Bitch.',anger,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Joey/Drake',0,b'I know you botched that operation on purpose.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey/Drake',1,"b""I can't prove    it yet, but when I do, you'll be going to jail for murder.""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey/Drake',2,b"I don't care if you    are my brother.",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',0,"b'Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!'",joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Ross',1,b'Stop going through my stuff !',anger,qy^d,ad,^q,NotMatch,NotConMatch,,NotMatch
b'Rachel',2,b'Hey!',joy,ba,fc,ba,Match,NotConMatch,ba,NotMatch
b'Monica',3,b'Hey!',joy,ba,fc,ba,Match,NotConMatch,ba,NotMatch
b'Rachel',4,"b""I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey.""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',5,"b""No, you can't! Friends hooking up is a bad idea.""",fear,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Rachel',6,"b'Please, what about you and Chandler?'",anger,qo,qo,qo,Match,ConMatch,qo,AllMatch
b'Monica',7,b"That's different! I was drunk and stupid!",anger,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',8,b'Well hello !',anger,fc,^q,ft,NotMatch,NotConMatch,,NotMatch
b'Monica',9,b"What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?",neutral,qo,qw,qw,Match,ConMatch,qw,NotMatch
b'Rachel',10,"b""I could, I could but I don't want to! I want to kiss Joey!""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',11,b"Alright . I think it's a big mistake but it's your decision.",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Rachel',12,b"I'm gonna do it.",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',13,b"And I can't stop you.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',14,b'No.',neutral,aa,nn,aa,Match,NotConMatch,aa,NotMatch
b'Ross',15,"b'Hey Rach, have you seen Charlie anywhere?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',16,b"I'm smarter than",neutral,sd,na,sd,Match,NotConMatch,sd,NotMatch
b'Ross',0,"b'Oh, hey, Gunther, check this out.'",joy,sd,ad,ba,NotMatch,NotConMatch,,NotMatch
b'Gunther',1,"b'Yeah, that-that Chandler cracks me up.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',2,"b'Hey Ross, listen, you want anything to drink, \xc2\x91cause I\xc2\x92m heading up there.'",neutral,sv,ad,ad,Match,ConMatch,ad,NotMatch
b'Ross',3,"b'Uh, yeah, I\xc2\x92ll take a coffee. Thanks, man.'",neutral,sd,ny,fc,NotMatch,NotConMatch,,NotMatch
b'Joey',4,b'Sure.  Coffee? \xc2\x91Cause I\xc2\x92m going up there.',joy,sd,sd,qy^d,Match,NotConMatch,sd,NotMatch
b'Rachel',5,b'No.',neutral,aa,nn,nn,Match,ConMatch,nn,NotMatch
b'Monica',6,"b'No, thank you.'",neutral,fc,ba,fc,Match,NotConMatch,fc,NotMatch
b'Joey',7,"b'You guys need anything, \xc2\x91cause I\xc2\x92m heading up there.'",neutral,sv,fc,sv,Match,NotConMatch,sv,NotMatch
b'Woman',8,b'I\xc2\x92d love an ice water.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',9,b'You got it.',neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Monica',10,"b'Joey, what are you doing?'",surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Joey',11,b'Just being friendly.',anger,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'Rachel',12,"b'Joey, honey, I don\xc2\x92t think you\xc2\x92re supposed to go back there.'",anger,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Joey',13,"b'Nah, it\xc2\x92s okay. Right, Gunther?'",neutral,fo_o_fw_"_by_bc,^q,qy,NotMatch,NotConMatch,,NotMatch
b'Gunther',14,b'Don\xc2\x92t wink at me. And put on your apron.',anger,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Joey',15,"b'Okay, but I don\xc2\x92t see you asking any other paying customers to put on aprons.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',16,"b'Joey, do you work here?'",surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',17,b'No.',neutral,aa,nn,nn,Match,ConMatch,nn,NotMatch
b'Customer',18,"b'Hey, waiter.'",neutral,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Joey',19,b'Yeah?',neutral,bh,%,bh,Match,NotConMatch,bh,NotMatch
b'Chandler',0,"b'You\xc2\x92ve reached Monica and Chandler\xc2\x92s, if you\xc2\x92re listening to this message, we\xc2\x92re probably screening.  Yeah we are.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Museum Official',1,"b'Hi, this is Heldi from the Morgan Chase museum.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Museum Official',2,b'I\xc2\x92m calling for Monica Geller.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Museum Official',3,"b'I want to let her know that there was a cancellation and if she\xc2\x92s still interested in having the Bing-Geller wedding at our facility, it is available'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',4,"b'This is Chandler Bing! This is Chandler Bing!  Yes, the groom\xc2\x97No! Not the groom!!'",surprise,qy^d,sd,^q,NotMatch,NotConMatch,,NotMatch
b'Monica',0,b'Thank you.',neutral,fc,fp,ft,NotMatch,NotConMatch,,NotMatch
b'Phoebe',1,b'Thanks.',neutral,fc,fc,fc,Match,ConMatch,fc,AllMatch
b'Monica',2,b"I can't believe this! This is like the worst night ever!",anger,sv,sd,fc,NotMatch,NotConMatch,,NotMatch
b'Phoebe',3,b"Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am",neutral,sd,sv,qy^d,NotMatch,NotConMatch,,NotMatch
b'Monica',4,"b""This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.""",sadness,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Phoebe',5,b'So go fix it!',neutral,ad,ad,ad,Match,ConMatch,ad,AllMatch
b'Phoebe',6,b'Go find Chandler!',neutral,ad,ad,^q,Match,NotConMatch,ad,NotMatch
b'Phoebe',7,b"He's probably up in your room!",sadness,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Phoebe',8,b"Tell him that you're sorry and that you love him.",anger,ad,ad,sv,Match,NotConMatch,ad,NotMatch
b'Monica',9,b"Y'know what? You're right Phoebe. You're right. Thank you!",joy,fc,ad,qy,NotMatch,NotConMatch,,NotMatch
b'Phoebe',10,"b'Sure!   Yeah! Las Vegas, number one!'",joy,sd,fc,^q,NotMatch,NotConMatch,,NotMatch
b'Monica',11,b'Anybody lose this?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'The Croupier',12,b"Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!",joy,sv,sd,ad,NotMatch,NotConMatch,,NotMatch
b'Monica',13,b'Hmm.',neutral,b,b,ny,Match,NotConMatch,b,NotMatch
b'Rachel',0,b'Do you remember where the duck food is?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',1,"b'Yeah, it\xc2\x92s in the guys\xc2\x92 apartment under the sink. Why?'",surprise,sd,na,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',2,b'Because I\xc2\x92m going to London.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',3,b'What?! What do you mean you\xc2\x92re going to London?',surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Rachel',4,"b'Yeah, I have to tell Ross that I love him.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',5,"b'Now honey, you take care, you don\xc2\x92t have those babies until I get back.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',6,"b'I\xc2\x97Rachel, you can\xc2\x92t go! Ross loves Emily!'",fear,qy^d,sd,sd,Match,ConMatch,sd,NotMatch
b'Rachel',7,"b'Yeah, I know, I know, I know he does.'",fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',8,b'But I have to tell him how I feel!',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',9,b'He deserves to have all the information and then he can make an informed decision.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Phoebe',10,b'That\xc2\x92s not why you\xc2\x92re going!',sadness,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Phoebe',11,"b'You\xc2\x92re going because you hope he\xc2\x92s gonna say, ""Yeah, I love you too, Rach.'",sadness,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Phoebe',12,b'Forget that British chippy."',sadness,sd,bf,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',13,b'Ohh\xc2\x97Do you think he will?!',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',14,b'No!',sadness,aa,nn,nn,Match,ConMatch,nn,NotMatch
b'Phoebe',15,b'Because he\xc2\x92s in love with the British chippy!',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',16,"b'Look, Rachel, if you go, you\xc2\x92re just gonna mess with his head and ruin his wedding!'",anger,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Phoebe',17,"b'Y\xc2\x92know, it\xc2\x92s too late!'",anger,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Phoebe',18,b'You missed you\xc2\x92re chance!',sadness,qy^d,sv,bf,NotMatch,NotConMatch,,NotMatch
b'Phoebe',19,"b'I\xc2\x92m sorry, I know this must be really hard, it\xc2\x92s over.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',20,"b'Y\xc2\x92know what? No. It\xc2\x92s not over until someone says, ""I do.""'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',21,"b'I do! I do! I do!  I do!  Ugh, like I can really chase you. I\xc2\x92m carrying a litter.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',0,b'So is everybody here?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',1,b'I got here a little early myself.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',2,b'Let us begin.',neutral,fc,ad,ad,Match,ConMatch,ad,NotMatch
b'Ross',3,"b'Now, the hydrosaurids have been unearthed in two main locations.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',4,b'Here.',neutral,b,b,sd,Match,NotConMatch,b,NotMatch
b'Ross',5,b'Here.',neutral,b,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',6,b'Now as for the hydrosaurs',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',0,"b'Well, so anyway Beth, what I\xc2\x92m saying is I should\xc2\x92ve considered your feelings before I went home with you that night.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',1,"b'I\xc2\x92ve ah, I\xc2\x92ve recently learned what\xc2\x92s it like to be on your side of it, and I\xc2\x92m sorry.'",sadness,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Joey',2,"b'So, do you think you can forgive me?'",sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',3,b'Great.',joy,ba,ba,sv,Match,NotConMatch,ba,NotMatch
b'Joey',4,b'Thanks.',joy,fc,fc,ft,Match,NotConMatch,fc,NotMatch
b'Joey',5,"b'Okay, bye.'",neutral,fc,fc,fc,Match,ConMatch,fc,AllMatch
b'Joey',6,"b'Hello, Jennifer?'",neutral,fp,fc,fp,Match,NotConMatch,fp,NotMatch
b'Joey',7,"b'Oh hi, Mrs. Loreo, is Jennifer there?'",surprise,qy,fp,qy,Match,NotConMatch,qy,NotMatch
b'Joey',8,"b'Oh, she\xc2\x92s not home huh?'",surprise,qy,fp,qy,Match,NotConMatch,qy,NotMatch
b'Joey',9,"b'Well ah, actually I kinda need to talk to you too.'",neutral,fc,fc,sd,Match,NotConMatch,fc,NotMatch
b'Phoebe',0,b'Hey!',anger,ba,fc,ft,NotMatch,NotConMatch,,NotMatch
b'Rachel',1,b'Hi.',neutral,fp,fc,fp,Match,NotConMatch,fp,NotMatch
b'Phoebe',2,b'Are you all right?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',3,b'Uhh\xe2\x80\xa6 I think I just got engaged.',fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',4,b'Oh my God! He did it?',surprise,qy,^q,fc,NotMatch,NotConMatch,,NotMatch
b'Rachel',5,b'Well\xe2\x80\xa6did you know he was gonna ask me?',joy,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',6,b'Are you kidding?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',7,b'I\xe2\x80\x99m like the one who talked him into it.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',8,b'I  like to think of myself as the puppet master of the group.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',9,b'And you really think this is a good idea?',sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',10,"b'I just talked him into it, don\xe2\x80\x99t tell me I have to do you too.  The puppet master gets tired people.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',11,b'I just don\xe2\x80\x99t know! It just doesn\xe2\x80\x99t feel right.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',12,"b'Why?! You two are so meant to be together, everybody thinks  so.'",surprise,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Rachel',13,b'Really?! Even Ross?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',14,b'Especially Ross!',joy,sv,sv,qy^d,Match,NotConMatch,sv,NotMatch
b'Joey',15,"b'Oh uh, hey Pheebs. Uh y\xe2\x80\x99know what? I\xe2\x80\x99ll-I\xe2\x80\x99ll come  back later.'",neutral,qy,ad,^q,NotMatch,NotConMatch,,NotMatch
b'Ross',16,"b'Wow! Kind of uh, kind of a full house here. I\xe2\x80\x99ll guess just\xe2\x80\xa6I\xe2\x80\x99ll  come back.'",surprise,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Phoebe',17,"b'There he goes, your fianc\xc3\xa9e.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',18,b'I guess so.',neutral,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'Phoebe',19,b'Although he does play with himself in his sleep.',neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Rachel',20,b'I can\xe2\x80\x99t say that I\xe2\x80\x99m surprised.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',0,"b'Oh, that is so unfortunate.'",sadness,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Ross',1,b'What?',neutral,br,br,qw,Match,NotConMatch,br,NotMatch
b'Phoebe',2,b'Cute naked guy is really starting to put on weight.',joy,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',3,"b'Okay, I\xc2\x92ll be back in just a minute. Oh, Phoebe I\xc2\x92m sorry that I left lipstick marks on the phone.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',4,b'You didn\xc2\x92t leave lipstick marks on the phone.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',5,"b'Oh, then it must\xc2\x92ve been you. Bye.'",neutral,fc,fc,sd,Match,NotConMatch,fc,NotMatch
b'Phoebe',6,b'Bye-bye!  That\xc2\x92s why I moved out.',joy,fc,ad,fc,Match,NotConMatch,fc,NotMatch
b'Ross',7,"b""Hey, y'know while we\xc2\x92re on that, when are you gonna tell my sister that you don\xc2\x92t live here anymore.""",neutral,qy,ad,qw,NotMatch,NotConMatch,,NotMatch
b'Phoebe',8,b'I think on some levels she already knows.',neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Jeannine',0,b'Night Mon. Night Julio.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Julio',1,b'Adi\xc3\xb3s.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',2,"b'Look Julio, someone left their book here.'",surprise,bf,sd,sd,Match,ConMatch,sd,NotMatch
b'Julio',3,"b'Ah actually, that is mine.'",neutral,aa,sd,sd,Match,ConMatch,sd,NotMatch
b'Monica',4,"b'Oh yeah, what are you reading?'",neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Julio',5,"b'Flowers of Evil, by Beaudalire. Have you read it?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',6,"b'Have I read it?  No, are you enjoying it?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Julio',7,"b""I thought I would, but the translation's no good.""",neutral,sv,sd,na,NotMatch,NotConMatch,,NotMatch
b'Monica',8,b"Your a poet and don't know it.",neutral,sv,ad,sv,Match,NotConMatch,sv,NotMatch
b'Julio',9,"b'Actually I ah, I am a poet.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',10,"b'Oh, then you do know it.  So um what kind of things do you write about?'",neutral,sd,qh,qw,NotMatch,NotConMatch,,NotMatch
b'Julio',11,"b'Things that move me. The, the shadow of a tree, a child laughing, or this lip.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',12,b'Mine?  Right here?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Julio',13,b'I can write an epic poem about this lip.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',14,"b""How would that go?  Well, it didn't rhyme, but I liked it.""",joy,sd,sd,qw,Match,NotConMatch,sd,NotMatch
b'The Conductor',0,"b'Last stop, Montreal. This stop is Montreal.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',1,b'What?',surprise,br,br,qw,Match,NotConMatch,br,NotMatch
b'Woman On Train',2,"b'I made a bet with myself that you have beautiful eyes. Now that I see them, I win.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,b'What?',surprise,br,br,qw,Match,NotConMatch,br,NotMatch
b'Woman On Train',4,b'We\xc2\x92re at my stop. But would you like to have coffee?',neutral,qy,sd,qy,Match,NotConMatch,qy,NotMatch
b'Ross',5,b'Are we really in Montreal?!',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Woman On Train',6,"b'Yes we are. So, coffee?'",neutral,sd,sd,qy,Match,NotConMatch,sd,NotMatch
b'Ross',7,"b'Coffee sounds great.  Wait, so, so you live in Montreal?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Woman On Train',8,"b'Oh, no. But it\xc2\x92s just a two hour ferry ride to Nova Scotia.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',0,"b'Okay, here\xc2\x92s batch 22.'",neutral,sd,sd,b^m,Match,NotConMatch,sd,NotMatch
b'Monica',1,"b'Oh, maybe these\xc2\x92ll taste a little like your grandmother\xc2\x92s.'",anger,sv,sd,qy^d,NotMatch,NotConMatch,,NotMatch
b'Monica',2,"b'This has a little bit of orange peel, but no nutmeg.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,b'Let\xc2\x92s give it a shot.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',4,"b'Oh, what was that for? Like a bake sale?'",surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Monica',5,"b'No, just a Friday night.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',0,b'Would she?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
