speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D So,} {F uh,} [I, + I] think they should have at least some control over, over those things.  /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Uh,} {C and} when you were speaking about how they can check up, {D you know,} on credit cards,  /'",A,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'{D well,} [I, + I] understand about the privacy act {C and} everything,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C but} why can't they check to see if the person who is applying for this gun has had a record or not.  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'That, to me, would not be an unreasonable thing. /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C And} if they do,  /'",A,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'course the argument with the people in the gun club, {F uh,} is that, {F uh,} {D well} the people that are going to get guns are the ones that are going to steal them anyway. /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C And so,} it's not going to be that they're buying them.  /""",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Course, some of them do. /'",A,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C So} it, it is a hard question <laughter>. /'",A,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,"b'Tends to, tends to strap only the legitimate people.  /'",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Most regulation does <laughter>, /'",B,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'A',A,"b'Right,  /'",A,,b,aa,aa,aa,b,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b'oh, yeah. /'",A,,b,b,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,"b'{C and,} most, - /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b""it's very difficult to, {F uh,} legislate, {F uh,} crooks or [whatever you want, + however you want to word it] -- /""",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b""That's right. /""",A,,aa,aa,aa,aa,aa,aa,AllMatch,NotConMatch,NotMatch
b'B',B,"b""-- {C so} it's, - /""",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D well,} this may be a never ending topic.  /'",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,"b'I got a couple of calls waiting on me,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C so} I'd better let you go. /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Okay,  /'",A,,bk,b,b,"fo_o_fw_""_by_bc",b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'{D well} thanks for talking. /',A,,ft,ft,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'Okay, bye. /'",B,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'A',A,b'<Laughter> Bye-bye now. /',A,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Night, /'",A,,b^m,sd,"fo_o_fw_""_by_bc",fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'B',B,"b'Fine,  /'",B,,ba,fp,fp,"fo_o_fw_""_by_bc",fc,xx,AllNotMatch,NotConMatch,NotMatch
b'B',B,b'thank you.  /',B,,ft,fc,ft,ft,fc,ft,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b""I understand we're supposed to talk about spaceflight.  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yes.  /',B,,b,b,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'I hope you know more about it than I do.  /',A,,sd,sd,sd,fc,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b'{F Oh, } {D well } <laughter>, I just got through [ renting, + reading, ] {F uh, } SPACE by, {F uh, } James Michener. /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh, } is that right?  /'",A,,bh,bh,bh,bh,bh,bh,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C And so } that, {F uh, } helped out a little bit I think. /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I haven't read his book.  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I was so upset with TEXAS that I haven't gotten into any more of his books because I thought it was just horrible. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } he tends to go into a lot of detail sometimes. /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } - /'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C and } I don't think he was truthful in a lot of what he did in TEXAS  /""",A,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b""{C so } I wasn't sure how credible he was. /""",A,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,"b'{F Oh, } is that right?  /'",B,,bh,bh,bh,bh,bh,bh,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C But anyway, } what do you think we've gained from the spaceflights? /""",A,,qo,qw,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'B',B,"b""{D Well } <breathing>, {F uh, } <breathing> <noise> I'm not sure to be honest with you,  /""",B,,sd,sd,%,^h,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'B',B,"b'{D so, } {F uh, } this going to the moon seemed to be a exciting adventure  /'",B,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b'[ {C and, } + {F uh, }'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Ego trip.  /',A,,^2,sd,sd,^2,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b'it was nice to go there,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C but } I don't know that it really benefitted mankind that much. /""",B,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,b'Uh-huh.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'I happen to live not too far away from, - /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{F uh, } {D well, } I've actually worked for the company that, {F uh, } has been blamed for the Challenger disaster. {F Uh } --""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh, } is that right?   /'",A,,bh,bh,bh,bh,bh,bh,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.  /',A,,b,b,ny,ny,b,ny,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,"b""{C And, } {F uh, } {D you know, } that's been kind of [ a, + a ] real negative feeling here  /""",B,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'B',B,b'is -- -/',B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,b'Right.   /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'-- {D sure } it was, {D you know, } very unfortunate thing that occurred there  /'",B,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b""{C and } it's, -/""",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,b'Where do you live?   /',A,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{F Uh, } we live in, {F uh, } Utah.   /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'You live in U-,   /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'am I talking to Utah right now?   /',A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh.   /',B,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'{F Oh, } {F oh, } great.   /'",A,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'{C Because } --',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{F Uh, }   /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'Oh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'<Laughter>.',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,"b'I have a sister that lives in Dallas,   /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""that's how we got hooked up to the program was [ her -- +""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'I see.   /',A,,b,ba,bk,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,b'I see.   /',A,,b,ba,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'B',B,b'{D So. }  -/',B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,b'Carolyn Rash? /',A,,br,qy,qy,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'B',B,b'Pardon me?   /',B,,br,br,br,br,br,br,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Is her name Rash, Carolyn Rash?  /'",A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'B',B,"b'No, [ her name is, + {F uh, } my last name is ] Skidmore. /'",B,,sd,sd,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'I see.   /',A,,b,ba,bk,bk,b,bk,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,"b""{C And } [[ her, + her ] husband's name is, + his last name is ] Weight. /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'I see.  /',A,,b,ba,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'{C And, } {F uh, } -/'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } you probably know a lot about it.  /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I wasn't sure that they were blaming that [ sp-, + space ] disaster on one company. /""",A,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,b'<Breathing>.',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I hadn't heard that.   /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } they were.   /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'There was, {F uh, } - /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b'apparently the specifications for the joints, {F uh, } - /'",B,,sd,sd,sd,sd,%,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b'they were not to perform in, {F uh, } cold weather  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C and, } {F uh, } apparently there was definitely [ a, + a ] joint that did not <noise> seal,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C and, } {F uh, } if you've ever seen the size of those, {F uh, } motors --""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{E I mean, } they're as long as a football field practically and --""",B,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'A',A,b'Uh-huh.   /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'[ {C and, } + {C and } ] there is a [ lot of pressure, + lot of thrust ] to get that much weight up in the air. /'",B,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b'{F Oh, } yeah.   /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{D So } [ it's, + this book was ] interesting, though.  /""",B,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'I, {F uh, } - /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b'talked about how a lot of the problems they have to [ come, + overcome ] to, {F uh, } - /'",B,,sv,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b""it's a very complex, {F uh, } situation to go into space. /""",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh, } yeah,   /'",A,,aa,b,b,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b'I would think so, too <noise>. /'",A,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'They would, - /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b""the thing that he went into quite a bit of detail about [ how, + how ] much of a problem it is to re-enter the Earth's atmosphere. /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'You never think about that do you?   /',A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah.   /',B,,b,b,ny,b,ny,ny,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'A',A,b'I would think it would be harder to get up than it would be --',A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah  <laughter>. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C But } they have to come in at [ a, + ] just the right angle.  /'",B,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'If you come in at the wrong angle, what happens is they bounce off and go back into space -- /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.   /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'-- {C and } if they come into it at a different angle there is so much friction that it burns them up. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Right.   /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D So, } -/'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } I saw [ one of, + some of ] those early space capsules at Smithsonian.   /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I'm sure you've --""",A,,sv,sv,qy^d,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'B',B,b'Oh.  /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'{C but } --',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh.  /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'they had though piles -- /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'-- {C but } you could see [ where they would come off in the, + how hot it got ] because it was still the scorch on them which was quite interesting. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,   /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""[[[ I've, + I've, ] +""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } I, - /'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{E excuse me, } go ahead.  /'",A,,ad,ad,ad,ad,ad,ad,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh, } yeah.  /'",A,,b,b,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,"b""I've seen [ more, + more ] of the motors [ that, + that ] they --""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.   /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } these were the ones that John Glenn went up in --'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'The very first ones,   /'",A,,sd,sd,bf,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,b'the little bell type things.   /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'People have commented how, {F uh, } they were surprised at how small they were. /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Yeah,   /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'they really were,   /'",A,,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'A',A,b'they --',A,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'Looked pretty --',B,,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'A',A,"b'{F Oh, } yeah,  /'",A,,aa,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'{C and, } {F uh, } the whole thing was small  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and, } {D yeah, } [ you, + {E I mean, } you ] actually put it on <laughter>, {D you know. } /'",A,,sv,sd,sv,sd,%,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'B',B,b'Is that right?   /',B,,bh,qy,bh,bh,qy,bh,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b'You put it around you pretty much,   /'",A,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'A',A,b'it was so small.   /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{F Huh. } /',B,,%,b,%,%,%,%,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'{D Well, } I thought there was some medical benefits that we have learned from space,  /'",A,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'{C but } did he go into that in the book? /',A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Not really. {F Uh, } <throat_clearing>,  /'",B,,sd,b,ny,ny,nn,ny,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'A',A,"b""I guess that's just to sell us on it.  /""",A,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b""One thing's, - /""",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b""I know one thing [ they've, + they've ] mentioned that I didn't get from the book, by the way,  /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C but, } it talked about, {F uh, } - /'",B,,sd,%,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'B',B,"b""they're able to manufacture, {F uh, } different kinds of crystals --""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh, } yeah.   /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""It's perfectly round. /""",B,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,b'Uh-huh.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C But } I'm not sure you have to go to outer space to achieve that zero gravity. /""",B,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b""{D Well, } that's true   /""",A,,aa,ba,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'{C and, } -/'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah.  /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""That's right <laughter>.  /""",A,,aa,aa,aa,ba,aa,aa,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'{D Well, } do you think we should continue to support it at the level, - /'",A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{D well, } I thought probably one of the things they were doing that they didn't tell us was spying.   /""",A,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'A',A,b'{C Because } --',A,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'B',B,b'Uh-huh.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and } [ with, + {F uh } --'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yes.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{F Uh, } I think they have cut it back, to be honest with you.'",B,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,b'Yeah.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'{F Uh. } /',A,,%,b,%,b,%,%,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b'{F Uh, } I appreciate having the satellites.   /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{D You know, } that's certainly made it nice for other purpose.   /""",B,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b""I don't know if you have a satellite dish or not.   /""",B,,qy^d,qy^d,qy^d,sd,qy^d,qy^d,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b""We don't -- /""",B,,sd,%,sd,sd,%,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b'No,   /'",A,,nn,nn,nn,nn,nn,nn,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I don't.   /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I don't --""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'-- {C but } [ I + --',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{D Well, } the topic's about government.   /""",A,,sd,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b""{F Uh, } I'm not altogether sure that that's my best topic. {F Uh, } /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'<Laughter> I thought it was kind of a strange topic about corruption in the government and --',B,,sv,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'A',A,b'Yeah.   /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{E I mean, } [[ you + --'",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh  <<faint>>. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.   /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{E I mean } that's what I would like to think.  /""",B,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'[[ I, + I, ] + I ] think that the last, {F uh, } part of that question was particularly interesting, {F uh, } about, {F uh, } {F uh, } {F uh, } [ can all unethical behavior, + {E or } how much unethical behavior can ] be made illegal --'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh.  /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Uh-huh,   /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'yeah.   /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""[ Maybe, + maybe ] that's what is happening.   /""",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Maybe so many things have become public with the media over the past, {D you know, } ten to twenty years --'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'((Right)) <<faint>>. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""Perhaps things that we didn't think of before and just concentrated on the lawmaking or the results that would be seen in public works or bills that are passed or, {D you know, } et cetera like that -- /""",A,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
