speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses05F_script01_1_M',026,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',026,b'',neu,,aa,aa,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses05F_script01_1_M',027,b'',xxx,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',027,b'',neu,,x,b,%,b,%,%,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05F_script01_1_M',028,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',028,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_M',029,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',029,b'',xxx,,sv,ba,sv,sv,ba,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_script01_1_M',030,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',030,b'',fru,,ba,sv,sv,sv,ba,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_script01_1_F',031,b'',sad,,aa,nn,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'Ses05F_script01_1_M',031,b'',fru,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05F_script01_1_F',032,b'',xxx,,aa,^2,aa,aa,b,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_script01_1_M',032,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',033,b'',ang,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_script01_1_M',033,b'',fru,,sd,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses05F_script01_1_F',034,b'',ang,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_M',034,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',035,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_M',035,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',036,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_M',036,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses05F_script01_1_F',037,b'',fru,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05F_script01_1_M',037,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_F',038,b'',ang,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_M',038,b'',xxx,,ba,ba,sv,ba,ba,ba,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05F_script01_1_F',039,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_script01_1_M',039,b'',xxx,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05F_script01_1_F',040,b'',fru,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses05F_script01_1_M',040,b'',xxx,,b,b,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05F_script01_1_F',041,b'',xxx,,qy,qy,qy,qy,sv,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_F',000,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',000,b'',exc,,b,b,ny,aa,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',001,b'',exc,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_M',001,b'',exc,,aa,aa,aa,aa,b,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_F',002,b'',exc,,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05F_impro07_M',002,b'',exc,,b,b,%,%,b,%,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05F_impro07_F',003,b'',exc,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_M',003,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',004,b'',exc,,ba,ba,ba,ba,b,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',004,b'',exc,,fc,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',005,b'',exc,,x,sd,%,fc,%,%,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05F_impro07_M',005,b'',exc,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_F',006,b'',hap,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',006,b'',exc,,b,b,%,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05F_impro07_F',007,b'',neu,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_M',007,b'',hap,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05F_impro07_F',008,b'',exc,,qy^d,qy,qy^d,qy^d,qy,qy^d,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',008,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',009,b'',exc,,sd,qy^d,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',009,b'',xxx,,bh,qy,qy,qy,b,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',010,b'',xxx,,b,b,ny,ny,b,ny,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05F_impro07_M',011,b'',exc,,sv,ba,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',010,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',011,b'',exc,,bh,bh,bh,bh,b,bh,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',012,b'',exc,,bh,bh,bh,qy,br,bh,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses05F_impro07_M',013,b'',exc,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',012,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',014,b'',exc,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',013,b'',exc,,%,%,sd,%,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05F_impro07_M',015,b'',exc,,qw,qy,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05F_impro07_F',014,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',016,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',015,b'',exc,,ba,ba,ba,ba,b,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_F',016,b'',exc,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',017,b'',exc,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',018,b'',exc,,sv,^2,bf,bf,qy,bf,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05F_impro07_F',017,b'',exc,,aa,sd,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',018,b'',xxx,,ba,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',019,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',020,b'',exc,,sv,sd,sv,^2,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',019,b'',xxx,,sd,aa,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses05F_impro07_F',020,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',021,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',021,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',022,b'',xxx,,ba,aa,aa,aa,sv,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',022,b'',xxx,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',023,b'',exc,,b,aa,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_M',023,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',024,b'',exc,,sv,ba,ba,ba,sv,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',024,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',025,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',025,b'',exc,,sd,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05F_impro07_F',026,b'',exc,,ba,fc,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_F',027,b'',exc,,^2,sd,bf,sv,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',026,b'',exc,,fp,br,fp,fp,qy,fp,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_F',028,b'',exc,,sd,qw^d,^q,sd,qy^d,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses05F_impro07_M',027,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',029,b'',exc,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',028,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',029,b'',exc,,sv,fc,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05F_impro07_F',030,b'',exc,,sd,sd,fc,sd,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05F_impro07_F',031,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',032,b'',exc,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05F_impro07_M',030,b'',exc,,sd,sd,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05F_impro07_F',033,b'',exc,,qy,qh,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses05F_impro07_M',031,b'',exc,,sv,%,qw,^q,ng,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',034,b'',exc,,x,sd,^h,^2,%,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05F_impro07_M',032,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',035,b'',exc,,sv,ad,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05F_impro07_M',033,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',036,b'',exc,,qy,qy,sd,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses05F_impro07_M',034,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',037,b'',exc,,qy^d,^2,qy^d,qy^d,sd,qy^d,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',035,b'',exc,,b,aa,aa,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses05F_impro07_F',038,b'',exc,,qy,qy,qy,qy,sv,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05F_impro07_M',036,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05F_impro07_F',039,b'',exc,,b,b,bk,bk,b,bk,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05M_impro05_M',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',000,b'',neu,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',001,b'',neu,,"fo_o_fw_""_by_bc",sd,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro05_F',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',002,b'',neu,,b,b,b,fc,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro05_F',002,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',003,b'',neu,,fc,ad,ad,sd,ba,ad,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses05M_impro05_F',003,b'',neu,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05M_impro05_M',004,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',004,b'',neu,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro05_M',005,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro05_F',005,b'',neu,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05M_impro05_M',006,b'',neu,,aa,sd,sv,aa,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',006,b'',neu,,aa,aa,aa,aa,aa,aa,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',007,b'',neu,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro05_M',008,b'',sur,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',007,b'',neu,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_impro05_M',009,b'',neu,,aa,sv,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro05_F',008,b'',neu,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro05_M',010,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',009,b'',neu,,sd,sd,na,na,sd,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05M_impro05_M',011,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',010,b'',neu,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05M_impro05_M',012,b'',fru,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',011,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',012,b'',neu,,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_impro05_M',013,b'',fru,,bh,bh,bh,qy,bh,bh,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro05_F',013,b'',neu,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro05_M',014,b'',xxx,,sv,ba,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro05_M',015,b'',fru,,sd,sv,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro05_F',014,b'',neu,,qw,^q,^q,qw,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',016,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',015,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',016,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',017,b'',fru,,sv,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_impro05_F',017,b'',neu,,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05M_impro05_M',018,b'',fru,,b,b,b,ba,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro05_F',018,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',019,b'',fru,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro05_F',019,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',020,b'',fru,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',020,b'',neu,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',021,b'',fru,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_F',021,b'',neu,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro05_M',022,b'',neu,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',000,b'',xxx,,br,br,qw,qw,sd,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05M_impro01_F',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',001,b'',xxx,,sv,br,^q,qh,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',002,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',002,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',003,b'',neu,,sv,qy,qrr,ng,qy,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses05M_impro01_M',003,b'',xxx,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_impro01_F',004,b'',neu,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro01_M',004,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',005,b'',fru,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro01_M',005,b'',ang,,sd,sd,aa,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_impro01_F',006,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',006,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',007,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',008,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',009,b'',fru,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro01_F',008,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',010,b'',xxx,,sd,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_impro01_F',009,b'',neu,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro01_F',010,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',011,b'',fru,,sd,qh,sd,qh,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',011,b'',fru,,qh,qh,qh,qh,qy,qh,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro01_F',012,b'',neu,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro01_M',012,b'',fru,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro01_F',013,b'',fru,,h,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro01_M',013,b'',fru,,sd,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_impro01_F',014,b'',fru,,qw,qh,qw,qo,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro01_F',015,b'',fru,,sd,qh,sv,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses05M_impro01_M',014,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',016,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',015,b'',ang,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro01_F',017,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',018,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',016,b'',fru,,sd,sd,na,^q,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',019,b'',fru,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',017,b'',fru,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_impro01_F',020,b'',fru,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro01_M',018,b'',fru,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses05M_impro01_F',021,b'',ang,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro01_M',019,b'',fru,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses05M_impro01_M',020,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_F',022,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',021,b'',fru,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_impro01_F',023,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_impro01_M',022,b'',fru,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses05M_script02_2_M',000,b'',exc,,fc,sd,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses05M_script02_2_F',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_script02_2_M',001,b'',exc,,fc,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_script02_2_F',001,b'',neu,,qy,qy,ad,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses05M_script02_2_M',002,b'',fru,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses05M_script02_2_F',002,b'',xxx,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses05M_script02_2_M',003,b'',xxx,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses05M_script02_2_F',003,b'',xxx,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses05M_script02_2_M',004,b'',xxx,,sd,fc,sd,fc,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_script02_2_F',004,b'',fru,,ba,sd,fc,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses05M_script02_2_M',005,b'',neu,,qh,sv,ad,qy,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses05M_script02_2_F',005,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses05M_script02_2_M',006,b'',fru,,sd,sd,sd,qy,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses05M_script02_2_F',006,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
